Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Disclaimers (product.metafields.custom.disclaimers),ISBN (Media) (product.metafields.custom.med_isbn),SpecficationXX (product.metafields.custom.specficationxx),Vintage (product.metafields.custom.vintage),Art style (product.metafields.shopify.art-style),Book cover type (product.metafields.shopify.book-cover-type),Color (product.metafields.shopify.color-pattern),Compatible string instrument (product.metafields.shopify.compatible-string-instrument),Condition (product.metafields.shopify.condition),Dispenser type (product.metafields.shopify.dispenser-type),Fastener finish (product.metafields.shopify.fastener-finish),Genre (product.metafields.shopify.genre),Handle material (product.metafields.shopify.handle-material),Hardware material (product.metafields.shopify.hardware-material),Instrument accessory material (product.metafields.shopify.instrument-accessory-material),Instrument material (product.metafields.shopify.instrument-material),Item condition (product.metafields.shopify.item-condition),Manufacturer type (product.metafields.shopify.manufacturer-type),Material (product.metafields.shopify.material),Media access (product.metafields.shopify.media-access),Media theme (product.metafields.shopify.media-theme),Model train accessory type (product.metafields.shopify.model-train-accessory-type),Model train theme (product.metafields.shopify.model-train-theme),Molding application (product.metafields.shopify.molding-application),Music genre (product.metafields.shopify.music-genre),Nut form (product.metafields.shopify.nut-form),Style (product.metafields.shopify.style),Suitable for material type (product.metafields.shopify.suitable-for-material-type),Target audience (product.metafields.shopify.target-audience),Washer form (product.metafields.shopify.washer-form),Diameter of Arbor (product.metafields.specs.diameter_of_arbor),Diameter of Loop (product.metafields.specs.diameter_of_loop),Inner Connection Type (product.metafields.specs.inner_connection_type),Length (product.metafields.specs.length),Outer Connection Type (product.metafields.specs.outer_connection_type),Thickness (product.metafields.specs.thickness),Width (product.metafields.specs.width),Tools_Used (product.metafields.thephonographshop.tools_used),Applications (product.metafields.tps.applications),Components (product.metafields.tps.components),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
edison-cabinet-handle-stud-2405pf-certified-original,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/CAB-HDL-ST-2405WN-O_2.jpg?v=1689011353,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edison-cabinet-cover-hasp-screw-2154spf,Edison Cabinet Cover Hasp Screw (2154DPF),"Cabinet Cover Hasp Screw for:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Home Model A<br data-mce-fragment=""1"">Home Model B<br data-mce-fragment=""1"">Home Model C<br data-mce-fragment=""1"">Home Model D<br data-mce-fragment=""1"">Home Model E<br data-mce-fragment=""1"">Home Model F<br data-mce-fragment=""1"">Standard Model A<br data-mce-fragment=""1"">Standard Model B<br data-mce-fragment=""1"">Standard Model C<br data-mce-fragment=""1"">Standard Model D<br data-mce-fragment=""1"">Standard Model E<br data-mce-fragment=""1"">Standard Model F<br data-mce-fragment=""1"">Standard Model G<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>Dimensions</strong><br data-mce-fragment=""1""><br data-mce-fragment=""1"">Length - 1/2""<br data-mce-fragment=""1"">Diameter of Shank - 7/64""<br data-mce-fragment=""1"">Screw Size - 4<br data-mce-fragment=""1"">Drive Style - Slotted<br data-mce-fragment=""1"">Material - Steel",thephonographshop,Hardware > Hardware Accessories > Hardware Fasteners > Screws,Hasp Screws,,TRUE,Title,Default Title,,,,,,,,CAB-CVR-HSP-SC-EDN-2154DPF-R,0.4,shopify,64,deny,manual,0.29,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/CAB-CVR-HSP-SC-EDN-2154S-O_1_fd013e66-0e77-4c02-9079-67db25d03735.jpg?v=1688866200,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.15,active
edison-cabinet-cover-hasp-2154pf-certified-original,"Edison Cabinet Cover Hasp 4 Hole Counter Sunk (2154APF) ""Certified Original""","<p>Cabinet Cover Hasp for:<br data-mce-fragment=""1""><br data-mce-fragment=""1""><em>These are original (used) parts and probably contain characteristics as such. Expect scratches, dullness, dents, dings, anything becoming a part over 100 years old. We make every effort to ensure they are functioning as expected.<br><br></em>While this part is interchangeable with other variations, this particular style was most commonly found on later Model A Homes and Standards. Compare your existing screw holes for an exact replacement.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Home Model A<br data-mce-fragment=""1"">Home Model B<br data-mce-fragment=""1"">Home Model C<br data-mce-fragment=""1"">Home Model D<br data-mce-fragment=""1"">Home Model E<br data-mce-fragment=""1"">Home Model F<br data-mce-fragment=""1"">Standard Model A<br data-mce-fragment=""1"">Standard Model B<br data-mce-fragment=""1"">Standard Model C<br data-mce-fragment=""1"">Standard Model D<br data-mce-fragment=""1"">Standard Model E<br data-mce-fragment=""1"">Standard Model F<br data-mce-fragment=""1"">Standard Model G<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>Dimensions</strong><br data-mce-fragment=""1""><br data-mce-fragment=""1"">Length - ~2 11/16""<br data-mce-fragment=""1"">Width - 1""<br data-mce-fragment=""1"">Thickness - 3/32"" <br data-mce-fragment=""1"">Length of Catch Slot - 11/16""<br data-mce-fragment=""1"">Width of Catch Slot - 9/64""<br data-mce-fragment=""1"">Diameter of Screw Holes (Counter Sunk) - 11/64""<br data-mce-fragment=""1"">Material - Steel<br><br><span style=""text-decoration: underline;"">Takes:</span></p>
<ul>
<li><a href=""https://thephonographshop.com/products/edison-cabinet-cover-hasp-screw-certified-original?_pos=1&amp;_psq=2154&amp;_ss=e&amp;_v=1.0"" title='Edison Cabinet Cover Hasp Screw (2154DPF) ""Certified Original""'>Edison Cabinet Cover Hasp Screw (2154DPF) ""Certified Original""</a></li>
</ul>",thephonographshop,,Cabinet Hasps,,TRUE,Title,Default Title,,,,,,,,CAB-CVR-HSP-EDN-2154APF-O,28.34952313,shopify,4,deny,manual,3.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/CAB-CVR-HSP-EDN-2154PF-O_1.jpg?v=1688865398,1,,FALSE,,,,,,,,,,,,,,,,,Certified Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,2,active
edison-cabinet-cover-hasp-2154pf-certified-original,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/CAB-CVR-HSP-EDN-2154PF-O_2.jpg?v=1688865401,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edison-cabinet-cover-hasp-screw-certified-original,"Edison Cabinet Cover Hasp Screw (2154DPF) ""Certified Original""","Cabinet Cover Hasp Screw for:<br data-mce-fragment=""1""><br data-mce-fragment=""1""><em>These are original (used) parts and probably contain characteristics as such. Expect scratches, dullness, dents, dings, anything becoming a part over 100 years old. We make every effort to ensure they are functioning as expected.</em><br data-mce-fragment=""1""><br data-mce-fragment=""1"">Home Model A<br data-mce-fragment=""1"">Home Model B<br data-mce-fragment=""1"">Home Model C<br data-mce-fragment=""1"">Home Model D<br data-mce-fragment=""1"">Home Model E<br data-mce-fragment=""1"">Home Model F<br data-mce-fragment=""1"">Standard Model A<br data-mce-fragment=""1"">Standard Model B<br data-mce-fragment=""1"">Standard Model C<br data-mce-fragment=""1"">Standard Model D<br data-mce-fragment=""1"">Standard Model E<br data-mce-fragment=""1"">Standard Model F<br data-mce-fragment=""1"">Standard Model G<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>Dimensions</strong><br data-mce-fragment=""1""><br data-mce-fragment=""1"">Length - 1/2""<br data-mce-fragment=""1"">Diameter of Shank - 7/64""<br data-mce-fragment=""1"">Screw Size - 4<br data-mce-fragment=""1"">Drive Style - Slotted<br data-mce-fragment=""1"">Material - Steel",thephonographshop,Hardware > Hardware Accessories > Hardware Fasteners > Screws,Hasp Screws,,TRUE,Title,Default Title,,,,,,,,CAB-CVR-HSP-SC-EDN-2154DPF-O,0.4,shopify,29,deny,manual,0.29,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/CAB-CVR-HSP-SC-EDN-2154S-O_1.jpg?v=1688864578,1,,FALSE,,,,,,,,,,,,,,,,,Certified Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.15,active
victor-horn-elbow-for-vic-1-e-817abng-j-economy,"Victor Horn Elbow for VIC-1, E (817ABNG-J) - Economy","Victor Taper Tube (ARM) Elbow for:<br><br><em>These are from our premium line but have manufacture defects ranging from pitting, plating issues or minor dents.</em><br><br>VIC-1<br>VIC-E<br><br><strong>Dimensions</strong><br><br>Diameter Large End - 1 3/4""<br>ID Small End - 1 1/64""<br>Diameter Small End - 1 3/16""<br>Material - Nickel Plated Brass",thephonographshop,,Horn Elbows,"VIC-1, VIC-E",TRUE,Title,Default Title,,,,,,,,ARM-ELB-VIC-817ABNG-J,70.87380781,shopify,6,deny,manual,99.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-ELB-VIC-817ABNG-J_1.jpg?v=1688760173,1,,FALSE,,,,,,,,,,,,,,,,,Reject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,40,active
victor-horn-elbow-for-vic-1-e-817abng-j-economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-ELB-VIC-817ABNG-J_2.jpg?v=1688760177,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
victor-horn-elbow-for-vic-1-e-817abng-j-economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-ELB-VIC-817ABNG-J_3.jpg?v=1688760180,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
victor-horn-elbow-for-vic-1-e-817abng-j-economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-ELB-VIC-817ABNG-J_4.jpg?v=1688760184,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
victor-horn-elbow-for-vic-1-e-817abng-j-economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-ELB-VIC-817ABNG-J_5.jpg?v=1688760188,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
victor-horn-elbow-for-vic-2-1040ang-j-economy,Victor Horn Elbow for VIC-2 (1040ANG-J) - Economy,"Victor Horn Elbow for:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">VIC-2<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>Dimensions</strong><br data-mce-fragment=""1""><br data-mce-fragment=""1"">ID Large End - ~2 23/64""<br data-mce-fragment=""1"">OD Large End - ~2 17/64"" <br data-mce-fragment=""1"">OD Small End - 1 5/16""<br data-mce-fragment=""1"">Thickness - ~5/64""<br data-mce-fragment=""1"">Material - Aluminum",thephonographshop,Uncategorized,Horn Elbows,VIC-2,TRUE,Title,Default Title,,,,,,,,ARM-ELB-VIC1040ANG-J,99.22333094,shopify,0,deny,manual,79.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-ELB-VIC-1040ANG-J_1_618f5c79-aed7-46dd-9762-a2a535a2392c.jpg?v=1688758517,1,,FALSE,,,,,,,,,,,,,,,,,Reject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,40,active
victor-horn-elbow-for-vic-2-1040ang-j-economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-ELB-VIC-1040ANG-J_2_a1b4a8ec-6a7b-4863-962b-bb91acbe2a04.jpg?v=1688758517,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
victor-horn-elbow-for-vic-2-1040ang-j-economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-ELB-VIC-1040ANG-J_3_1533cfc8-72d6-4b4f-ad2d-7a7153d19cc0.jpg?v=1688758517,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
victor-horn-elbow-for-vic-2-1040ang-j-economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-ELB-VIC-1040ANG-J_5_787f8347-c0e7-4b88-816f-7f4cfbeed503.jpg?v=1688758517,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
victor-horn-elbow-for-vic-2-1040ang-j-economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-ELB-VIC-1040ANG-J_6.jpg?v=1688758517,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
victor-horn-elbow-for-vic-1-e-1040ang-j-economy,"Victor Horn Elbow for VIC-1, E (817ANG-J) - Economy","Victor Horn Elbow for:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">VIC-1<br data-mce-fragment=""1"">VIC-E<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>Dimensions</strong><br data-mce-fragment=""1""><br data-mce-fragment=""1"">ID Large End - ~1 23/32""<br data-mce-fragment=""1"">Diameter Small End - ~1 11/64""<br data-mce-fragment=""1"">Thickness - ~5/64""<br data-mce-fragment=""1"">Material - Aluminum",thephonographshop,,Horn Elbows,"VIC-1, VIC-E",TRUE,Title,Default Title,,,,,,,,ARM-ELB-VIC-817ANG-J,70.87380781,shopify,4,deny,manual,79.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-ELB-VIC-817ANG-J_1.jpg?v=1688758586,1,,FALSE,,,,,,,,,,,,,,,,,Reject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,40,active
victor-horn-elbow-for-vic-1-e-1040ang-j-economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-ELB-VIC-817ANG-J_3.jpg?v=1688758591,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
victor-horn-elbow-for-vic-1-e-1040ang-j-economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-ELB-VIC-817ANG-J_2.jpg?v=1688758597,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
victor-horn-elbow-for-vic-1-e-1040ang-j-economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-ELB-VIC-817ANG-J_4.jpg?v=1688758602,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
victor-horn-elbow-for-vic-1-e-1040ang-j-economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-ELB-VIC-817ANG-J_5.jpg?v=1688758606,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
victor-vic-3-or-4-taper-arm-bracket-2290be-d,Victor VIC-3 or 4 Taper Arm Bracket (2290BE&D),"Taper Arm Bracket for:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">VIC-3<br data-mce-fragment=""1"">VIC-4<br data-mce-fragment=""1""><br data-mce-fragment=""1""><em>These are vintage reproductions and may show minor imperfections.</em><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>Dimensions</strong><br data-mce-fragment=""1""><br data-mce-fragment=""1"">Height 9 1/2"" <br data-mce-fragment=""1"">Depth 7 9/32"" <br data-mce-fragment=""1"">Contact Face 3 1/2"" by 2 1/16"" <br data-mce-fragment=""1"">Depth of Bearing 1 3/8"" <br data-mce-fragment=""1"">ID Bearing 1 5/8"" <br data-mce-fragment=""1"">Bearing to Pivot 2 1/2""",thephonographshop,,Taper Arm Brackets,,TRUE,Title,Default Title,,,,,,,,ARM-BRKT-VIC-2290BE&D-R,1270.058636,shopify,1,deny,manual,174.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-BRKT-VIC-2290BE_D-R_1.jpg?v=1688169311,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,87.5,active
victor-vic-3-or-4-taper-arm-bracket-2290be-d,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-BRKT-VIC-2290BE_D-R_2.jpg?v=1688169311,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
victor-vic-3-or-4-taper-arm-bracket-2290be-d,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-BRKT-VIC-2290BE_D-R_3.jpg?v=1688169311,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
victor-vic-3-or-4-taper-arm-bracket-2290be-d,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-BRKT-VIC-2290BE_D-R_4.jpg?v=1688169311,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-victor-horn-elbow-for-vic-3-4-5,"Victor Horn Elbow for VIC-3, 4, 5 Nickel (705ANG-J) - Economy","<p>Victor Horn Elbow for:<br><br>V-3, 4, 5<br></p>
<p>This reproduction is made of aluminum and is thicker than our traditional version and the originals.  They look great and function well but not quite the quality we strive for so we are making available at significant discount.<br><br><strong>Dimensions</strong><br><br>ID Large End ▽2 9/32""<br>ID Small End ▽1 13/32""<br>Thickness - 9/64""<br>Material - Aluminum</p>",thephonographshop,,Horn Elbows,"VIC-3, VIC-4, VIC-5",TRUE,Title,Default Title,,,,,,,,ARM-ELB-VIC-705ANG-J,127.5728541,shopify,0,deny,manual,79.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-ELB-VIC-705ANG-J_1.jpg?v=1688056154,1,,FALSE,,,,,,,,,,,,,,,,,Reject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,40,active
copy-of-victor-horn-elbow-for-vic-3-4-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-ELB-VIC-705ANG-J_2.jpg?v=1688056158,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-victor-horn-elbow-for-vic-3-4-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-ELB-VIC-705ANG-J_3.jpg?v=1688056163,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-victor-horn-elbow-for-vic-3-4-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-ELB-VIC-705ANG-J_4.jpg?v=1688056167,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edison-opera-horn-elbow,Edison Opera Horn Elbow,"Horn Elbow for:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Edison Opera",thephonographshop,,Horn Elbows,,FALSE,Title,Default Title,,,,,,,,HRN-ELB-EDN-20359PF-R,453.59237,shopify,0,deny,manual,359.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/HRN-ELB-EDN-20359PF-R_1.jpg?v=1688001923,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,200,draft
edison-opera-horn-elbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/HRN-ELB-EDN-20359PF-R_2.jpg?v=1688001923,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edison-opera-horn-elbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/HRN-ELB-EDN-20359PF-R_3.jpg?v=1688001923,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edison-diamond-disc-reproducer-diaphragm-clamp-ring-gold-945gp-certified-original,"Edison Diamond Disc Reproducer Diaphragm Clamp Ring - Gold (945GP) ""Certified Original""","Reproducer Diaphragm Clamp Ring for:<br data-mce-fragment=""1""><br data-mce-fragment=""1""><em>These are original (used) parts and probably contain characteristics as such. Expect scratches, dullness, dents, dings, anything becoming a part over 100 years old. We make every effort to ensure they are functioning as expected and professionally clean and polish for a no hassle installation.</em><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>Diamond Disc Reproducers</strong><br data-mce-fragment=""1""><br data-mce-fragment=""1"">Dimensions<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Diameter - 2 11/64""<br data-mce-fragment=""1"">Thickness - 1/8""<br data-mce-fragment=""1"">Threaded on Outside Diameter<br data-mce-fragment=""1"">Material - Nickel Plated Brass",thephonographshop,,Reproducer Clamp Rings,,TRUE,Title,Default Title,,,,,,,,REP-DIA-CLMP-RNG-EDN-945GP-O,8.504856938,shopify,25,deny,manual,6.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/REP-DIA-CLMP-RNG-EDN-945GP-O_1.jpg?v=1687966698,1,,FALSE,,,,,,,,,,,,,,,,,Certified Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,3.5,active
edison-reproducer-adjusting-arm-wing-210wn-certified-original,"Edison Reproducer Adjusting Arm [Wing] (210WN) ""Certified Original""","Reproducer Adjusting Arm for:<br><br><em>These are original (used) parts and probably contain characteristics as such. Expect scratches, dullness, dents, dings, anything becoming a part over 100 years old. We make every effort to ensure they are functioning as expected and professionally clean and polish for a no hassle installation.</em><br><br><br>Model C (Early)<br>Model B (Early)<br>Automatic<br><br><strong>Dimensions</strong><br><br>Length of Arm - 1 11/64""<br>Width of Arm - 7/32""<br>Thickness - 3/64""<br>Width of Clamp End - 1 3/32""<br>Diameter of Holes - 1/16""<br>Material - Nickel Plated Steel",thephonographshop,,Reproducer Adjusting Arms,,TRUE,Title,Default Title,,,,,,,,REP-ADJ-ARM-EDN-210WN-O,2.8,shopify,14,deny,manual,19.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/REP-ADJ-ARM-EDN-210WN-O_1.jpg?v=1687894193,1,,FALSE,,,,,,,,,,,,,,,,,Certified Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,10,active
edison-reproducer-adjusting-arm-wing-210wn-certified-original,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/REP-ADJ-ARM-EDN-210WN-O_2.jpg?v=1687894196,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edison-reproducer-adjusting-arm-wing-210wn,Edison Reproducer Adjusting Arm [Wing] (210WN),"Reproducer Adjusting Arm for:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Model C (Early)<br data-mce-fragment=""1"">Model B (Early)<br data-mce-fragment=""1"">Automatic<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>Dimensions</strong><br data-mce-fragment=""1""><br data-mce-fragment=""1"">Length of Arm - 1 11/64""<br data-mce-fragment=""1"">Width of Arm - 7/32""<br data-mce-fragment=""1"">Thickness - 3/64""<br data-mce-fragment=""1"">Width of Clamp End - 1 3/32""<br data-mce-fragment=""1"">Diameter of Holes - 1/16""<br data-mce-fragment=""1"">Material - Nickel Plated Steel",thephonographshop,,Reproducer Adjusting Arms,,TRUE,Title,Default Title,,,,,,,,REP-ADJ-ARM-EDN-210WN-R,2.8,shopify,19,deny,manual,13.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/REP-ADJ-ARM-EDN-210WN-R_1.jpg?v=1687893945,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,7,active
edison-reproducer-adjusting-arm-wing-210wn,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/REP-ADJ-ARM-EDN-210WN-R_2.jpg?v=1687893945,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
victor-advertising-record-display-reproduction-60000,Victor Advertising Record Display - Reproduction (60000),"Perfect acescent piece to show off your favorite 78 RPM record. Have a groove in the center to securely hold your record.<br data-mce-fragment=""1""> <br data-mce-fragment=""1""><strong>Dimensions</strong> <br data-mce-fragment=""1""><br data-mce-fragment=""1"">Length - 14 1/4""<br data-mce-fragment=""1"">Height - 5 3/4""<br data-mce-fragment=""1"">Depth - 2 1/4""<br data-mce-fragment=""1"">Material - Ceramic",thephonographshop,Business & Industrial > Advertising & Marketing,Displays,,TRUE,Title,Default Title,,,,,,,,ACC-DSP-VIC-60000-R,1043.262451,shopify,2,deny,manual,84.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/IMG_0355.jpg?v=1687822723,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,50,active
victor-advertising-record-display-reproduction-60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/IMG_0356.jpg?v=1687822723,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
